id,price
0,755.9540833333333
1,6122.865
2,5918.303333333333
3,1084.177
4,3242.28875
5,656.1604166666666
6,1416.0508333333332
7,1023.1086666666666
8,9047.450833333332
9,676.4126666666667
10,693.824880952381
11,3904.6775
12,5599.645
13,10241.655
14,756.5034523809524
15,7349.124595238096
16,6765.095
17,5299.505
18,8500.44
19,2130.6
20,550.6656666666665
21,709.5226666666666
22,2924.0333333333338
23,2406.9
24,996.47875
25,3144.7158333333336
26,477.6550000000001
27,1868.6325
28,1042.8
29,514.5
30,5444.05
31,5989.103999999999
32,2392.94
33,8641.711666666666
34,694.4405
35,17023.475
36,712.075
37,10269.82625
38,870.088238095238
39,1035.4557142857143
40,1515.5866666666666
41,4227.242666666667
42,12716.81625
43,1913.31
44,7821.129583333333
45,1160.9073333333333
46,5518.25
47,2591.77
48,1113.7916666666665
49,15610.7375
50,2795.765
51,12637.268749999997
52,1343.165
53,2961.0946666666673
54,8559.412
55,10543.1
56,1213.135
57,841.4366666666667
58,2895.645
59,8530.255666666666
60,5678.016500000001
61,17150.1695
62,649.7734999999999
63,9197.71
64,5059.678333333333
65,3314.143333333333
66,766.8610000000001
67,713.3702857142857
68,9832.654583333333
69,2634.2254166666667
70,6858.835
71,4495.6525
72,1725.2955
73,2722.4
74,8855.211666666668
75,3835.544416666667
76,13945.936666666668
77,7507.336666666667
78,15700.423333333332
79,5776.215499999999
80,4681.256666666667
81,15960.839999999998
82,5151.305
83,8591.885
84,980.2233333333332
85,2077.28
86,2014.99
87,3176.9204999999997
88,9878.86975
89,9338.124166666666
90,777.5437083333334
91,2675.455
92,4175.474666666667
93,651.4869940476194
94,9838.948083333333
95,5528.744166666667
96,5973.0875
97,1283.4270833333333
98,820.8304166666667
99,907.1095833333333
100,2546.75
101,17951.457250000003
102,4117.7195833333335
103,1894.33
104,820.145
105,11200.952916666665
106,1273.0708333333332
107,1779.9544047619047
108,4693.505
109,7679.791
110,12683.091071428573
111,944.7641666666664
112,996.185
113,2190.9041666666667
114,3769.6150833333336
115,1002.5601428571433
116,676.3169166666667
117,10130.588833333333
118,459.3830000000001
119,5173.985
120,1668.6020833333332
121,939.8550714285716
122,3051.964166666666
123,656.5570833333333
124,13754.998500000002
125,3493.745
126,5943.3358333333335
127,6787.963166666666
128,2686.255
129,4009.6695833333333
130,555.5525
131,7334.393166666667
132,3334.9905952380946
133,11631.922083333333
134,1461.295
135,9030.205
136,3594.855
137,4510.136202380952
138,667.7776607142857
139,4120.78875
140,6826.269583333333
141,8631.496666666666
142,3477.9192857142857
143,776.7316666666666
144,1118.34625
145,7851.54925
146,960.307
147,486.20824999999996
148,3290.8258333333333
149,8677.525
150,5246.105
151,5024.950416666667
152,1302.72
153,5549.983333333333
154,2190.5367619047615
155,4470.630773809524
156,6951.121249999999
157,488.7166666666667
158,9390.634166666667
159,15739.44
160,1860.62
161,5222.298333333334
162,10717.971166666666
163,979.4493333333334
164,521.6186666666666
165,6452.325726190477
166,813.3815
167,850.3903333333333
168,1508.8486666666668
169,3400.795
170,1275.035
171,12555.06375
172,975.3031666666665
173,14383.289166666666
174,2325.76
175,2652.873226190476
176,6731.44
177,777.7806666666665
178,3507.74375
179,2503.5121666666664
180,7036.265666666666
181,7525.677666666667
182,3256.4666666666667
183,1057.7516666666666
184,2566.16
185,1729.0216666666665
186,15920.025
187,1179.727333333333
188,1715.605
189,928.191
190,2899.35
191,7044.830833333333
192,826.9656666666668
193,4195.495
194,2850.88
195,5915.9875
196,2004.1988333333336
197,864.6
198,4383.532333333334
199,2171.9421666666667
200,929.383023809524
201,3765.3084999999996
202,810.8694166666667
203,1195.8504166666667
204,2916.595
205,7156.36
206,17825.12
207,10454.92125
208,3120.8
209,886.3653333333334
210,2372.2358333333336
211,8259.523666666666
212,714.9082619047618
213,6726.9075
214,698.8489285714287
215,1030.995
216,1742.3626666666667
217,5841.08375
218,858.3749166666666
219,4386.215
220,11353.523333333334
221,659.60325
222,396.87
223,3669.6
224,4801.952777777778
225,5493.65
226,2251.195
227,670.0342976190476
228,6142.293095238095
229,12436.14833333333
230,3597.79
231,1589.71
232,2596.26
233,7428.18
234,4125.3966666666665
235,8322.62
236,643.7966666666667
237,1127.515
238,591.33
239,13201.49733333333
240,4170.1585
241,1031.385
242,1182.785
243,10182.380833333333
244,730.0549880952381
245,1701.95875
246,6670.76
247,8786.439166666667
248,6351.902000000001
249,772.1975
250,3353.9196666666667
251,5539.325
252,14332.8275
253,1077.7752857142855
254,2533.3641666666667
255,5793.572499999998
256,6081.71
257,1775.225
258,1714.0
259,804.4075119047619
260,6761.13
261,4682.8845833333335
262,3236.72
263,625.6193571428572
264,3731.825
265,3454.19
266,458.2905833333332
267,4759.870833333333
268,8923.209583333333
269,2615.71
270,5720.120833333333
271,4591.660916666667
272,1069.6130833333334
273,755.55
274,4732.16
275,829.6375
276,4138.06
277,5540.660291666665
