id,price
0,3086.389638186086
1,2651.1785523502517
2,3034.6428465932217
3,2337.833790228203
4,5443.95188793378
5,3239.3091608387326
6,2652.054611581831
7,3017.0406828057776
8,3162.480321318672
9,3280.3116970035812
10,3612.0541285567933
11,2801.489139199814
12,5535.560934742333
13,2095.1566773510003
14,3126.8433249530367
15,2978.355629249517
16,3016.928082301452
17,3095.7827269513164
18,5374.985937939245
19,3003.720016567717
20,3394.148663036808
21,6684.632441270862
22,3524.5363564213567
23,3258.049811899992
24,4100.23675615113
25,2206.5828156756033
26,3097.4752320310126
27,2974.97902432982
28,5206.935555555555
29,3837.5131733613607
30,1939.0627600292098
31,4067.5686234418436
32,3046.3374403101734
33,3190.897493740355
34,3749.0059679777237
35,1445.0931349601383
36,4391.790330074629
37,2664.2980844202384
38,5525.224450490929
39,2781.793911225774
40,3670.9685784304297
41,6104.692324389314
42,5156.413504273504
43,2038.3055404724382
44,4223.298318548841
45,5951.269428852967
46,2147.97130997178
47,2112.7220489548386
48,2255.7877450980395
49,5832.532711709936
50,2671.295606297256
51,1441.8743104169025
52,3341.7214977569197
53,2734.2886857677595
54,3424.2345799747386
55,3524.6432027609344
56,5159.077757397103
57,4095.61550251057
58,2796.888739807034
59,4474.505471412049
60,2622.362902780401
61,1952.5314999999998
62,3207.6738696828743
63,3386.433555664602
64,3793.6691155415547
65,3191.0366478487335
66,6441.185261904762
67,2152.8603302542865
68,3207.5677316429087
69,3559.4255636855114
70,9529.885732974892
71,2743.7167983512627
72,5381.764234654748
73,4887.341628571429
74,4776.396468253968
75,2566.018319103889
76,4530.364587034257
77,3524.824187187263
78,2494.5639954140834
79,3848.403933895912
80,3784.353773809524
81,6256.289080699152
82,4226.8951282051285
83,5865.2963678960805
84,4239.151764495142
85,1605.1337871520088
86,4518.830892803085
87,4408.482482389641
88,4719.278152315064
89,3704.76623931624
90,7851.16412647937
91,4709.566818491514
92,4102.422065288214
93,6063.633611111111
94,2838.9946335557042
95,3182.787855842205
96,1965.6205720464395
97,5168.492277777777
98,2237.164694782133
99,5511.595849555317
100,2051.927166666667
101,2720.0583851952465
102,4604.440287698413
103,3251.9626764754566
104,3577.7062578839514
105,6245.868742035742
106,3105.7513814836357
107,2548.4556189493283
108,5115.550213652366
109,6364.366174856699
110,2689.0301635194314
111,5420.160773691731
112,2776.5690268479916
113,4744.017232512956
114,3740.560778786346
115,5657.316559106335
116,3621.1821334917795
117,3092.772088034889
118,4411.566728816756
119,2303.812529201193
120,3775.1601807879424
121,6429.098195572704
122,2536.8772724278233
123,5376.2925854662935
124,3849.687793650794
125,4511.574754851481
126,3399.4689737487624
127,3382.324808201058
128,2115.488316739387
129,3696.361292055229
130,4325.314121620244
131,1674.904826584852
132,4152.325692671035
133,5303.767974311688
134,5594.321943394032
135,2308.416455785581
136,2612.932
137,3054.858969142614
138,3454.346919610985
139,4340.7111122299775
140,3602.2152485711454
141,2934.703727580877
142,2479.2278910455493
